primary_country,year,primary_domain,org_type,model_count,frontier_count,notable_count,open_count
United States of America,2025.0,Audio,Industry,4,0,0,0
United States of America,2025.0,Biology,Academia,4,0,0,4
United States of America,2025.0,Biology,Industry,6,0,0,1
United States of America,2025.0,Biology,Research collective,1,0,0,0
United States of America,2025.0,Earth science,Government,1,0,0,1
United States of America,2025.0,Earth science,Industry,6,0,1,4
United States of America,2025.0,Games,Industry,1,0,0,0
United States of America,2025.0,Image generation,Industry,14,0,3,4
United States of America,2025.0,Language,Academia,4,0,0,4
United States of America,2025.0,Language,Industry,98,4,26,46
United States of America,2025.0,Language,Research collective,3,0,0,3
United States of America,2025.0,Materials science,Academia,1,0,0,1
United States of America,2025.0,Materials science,Industry,1,0,0,1
United States of America,2025.0,Mathematics,Industry,1,0,1,1
United States of America,2025.0,Medicine,Industry,2,0,0,1
United States of America,2025.0,Multimodal,Industry,21,3,12,5
United States of America,2025.0,Other,Industry,1,0,0,0
United States of America,2025.0,Robotics,Industry,12,0,0,4
United States of America,2025.0,Robotics,Research collective,1,0,0,1
United States of America,2025.0,Speech,Industry,20,0,0,5
United States of America,2025.0,Video,Industry,20,0,4,9
United States of America,2025.0,Vision,Academia,1,0,0,1
United States of America,2025.0,Vision,Industry,12,0,3,7
Vietnam,2021.0,Language,Industry,2,0,0,0
Vietnam,2024.0,Biology,Industry,1,0,0,1
